Item Code,BARCODE,ITEM DESCRIPTION,CATERGORY,item catergory,Ingredients,Item Description,Whse,Cost,Incl Price,
CEX-PCT-4S,0,Portuguese Custard Tart (4S),exotic,external,,Portuguese Custard Tart (4S),OD200,0.00,60.00,
CEX-PCT-EAC,0,Portuguese Custard Tart,exotic,external,,Portuguese Custard Tart,OD200,10.00,18.00,
CEX-PEA-12,0,12'' Peaches Slices Only,miscellenous,internal,,12'' Peaches Slices Only,OD200,0.00,80.00,
CEX-PEA-14,0,14'' Peaches Slices Only,miscellaneous,internal,,14'' Peaches Slices Only,OD200,0.00,80.00,
CEX-PEA-16,0,16'' Peaches Slices Only,miscellaneous,internal,,16'' Peaches Slices Only,OD200,0.00,120.00,
CEX-PEA-18,0,18'' Peaches Slices Only,miscellenous,internal,,18'' Peaches Slices Only,OD200,0.00,180.00,
CEX-PEA-20,0,20'' Peaches Slices Only,miscellenous,internal,,20'' Peaches Slices Only,OD200,0.00,180.00,
CEX-PEA-22,0,22'' Peaches Slices Only,miscellaneous,internal,,22'' Peaches Slices Only,OD200,0.00,180.00,
CEX-PET-EACH,0,Pecan Nut Tartlet,exotic cakes,internal,,Pecan Nut Tartlet,OD200,0.00,35.00,
CEX-PMC-EACH,14014,Peppermint Crisp Cake,exotic,internal,,Peppermint Crisp Cake,OD200,0.00,100.00,
CEX-PNT-EAC,14016,Pecan Nut Tart,exotic cakes,internal,,Pecan Nut Tart,OD200,0.00,110.00,
CEX-REC-EAC,14038,Redvelvet Cheese Cake Cup,exotic cakes,internal,,Redvelvet Cheese Cake Cup,OD200,0.00,32.00,
CEX-RED-016,30778,BD 16 Red Velvet Square,exotic cakes,internal,,BD 16 Red Velvet Square,OD200,0.00,"1,300.00",
CEX-RMC-EAC,14059,OREO CAKE,exotic cakes,internal,,OREO CAKE,OD200,0.00,350.00,
CEX-RSW-EAC,14060,Red velvet Swissroll,exotic cakes,internal,,Red velvet Swissroll,OD200,0.00,35.00,
CEX-RTR-14,0,BC 14'' Round Triple Layer Rose Pattern,novelty,internal,,BC 14'' Round Triple Layer Rose Pattern,OD200,0.00,"1,100.00",
CEX-RTR-16,0,BC 16'' Round Triple Layer Rose Pattern,novelty,internal,,BC 16'' Round Triple Layer Rose Pattern,OD200,0.00,"1,200.00",
CEX-RTR-18,0,BC 18'' Round Triple Layer Rose Pattern,novelty,internal,,BC 18'' Round Triple Layer Rose Pattern,OD200,0.00,"1,400.00",
CEX-RTR-20,0,BC 20'' Round Triple Layer Rose Pattern,novelty,internal,,BC 20'' Round Triple Layer Rose Pattern,OD200,0.00,"1,500.00",
CEX-RVB-018,0,BD 18 Red Velvet Square,exotic cakes,internal,,BD 18 Red Velvet Square,OD200,0.00,"1,200.00",
CEX-RVB-020,0,BD 20 Red Velvet Square,exotic cakes,internal,,BD 20 Red Velvet Square,OD200,0.00,"1,400.00",
CEX-RVC-EAC,14017,Red Velvet Cupcakes,exotic cakes,internal,,Red Velvet Cupcakes,OD200,0.00,21.00,
CEX-RVG-EAC,30776,Red Velvet Gateaux,exotic cakes,internal,,Red Velvet Gateaux,OD200,0.00,100.00,
CEX-RVG-EAC,30776,Red Velvet Gateaux,exotic cakes,internal,,Red Velvet Gateaux,OD200,0.00,100.00,
CEX-RVL-EAC,14019,Red Velvet Log,exotic cakes,internal,,Red Velvet Log,OD200,0.00,85.00,
CEX-RVS-EAC,14020,Red Velvet Slice,exotic cakes,internal,,Red Velvet Slice,OD200,0.00,29.00,
CEX-TID-EAC,0,Tirumisu Dessert,exotic cakes,internal,,Tirumisu Dessert,OD200,0.00,20.00,
CEX-TIR-EAC,14021,Cake Tiramisu,exotic cakes,internal,,Cake Tiramisu,OD200,0.00,180.00,
CEX-TIS-EAC,14022,tirumisu slice,exotic cakes,internal,,tirumisu slice,OD200,0.00,33.00,
CEX-TRO-EAC,14023,Tirumisu round,exotic cakes,internal,,Tirumisu round,OD200,0.00,180.00,
CEZ-MIL-16,0,BD Milky Bar 16'',exotic cakes,internal,,BD Milky Bar 16'',OD200,0.00,800.00,
CFA-FAC-014,0,BD 14'' Freshcream Alphabet Cake,novelty,internal,,BD 14''  Freshcream Alphabet Cake,OD200,0.00,630.00,
CFA-FAE-016,0,BD 16'' Eggless Freshcream Alphabet Cake,novelty,internal,,BD 16'' Eggless Freshcream Alphabet Cake,OD200,0.00,800.00,
CFC-BET-EAC,12022,Belgica Tart,freshcream cake,internal,,Belgica Tart,OD200,0.00,85.00,
CFC-BTL-EAC,12023,Belgica Tartlet,freshcream cake,internal,,Belgica Tartlet,OD200,0.00,32.00,
CFC-CBS-EAC,12009,FC Black Forest Slice,freshcream cake,internal,,FC Black Forest Slice,OD200,0.00,24.00,
CFC-CCC-EAC,30866,Carrot Cake With Cream Cheese,freshcream cake,internal,,Carrot Cake With Cream Cheese,OD200,0.00,76.00,
CFC-CCD-EAC,12035,Custard Doughnut,freshcream cakes,internal,,Custard Doughnut,OD200,0.00,20.00,
CFC-CCT-15CM,0,Gluten Free Carrot Cake Tub 15cm,exotic,internal,,Gluten Free Carrot  Cake Tub 15cm,OD200,0.00,22,
CFC-CFD-EAC,15049,FC Choc Drip Gateaux,freshcream cake,internal,,FC Choc Drip Gateaux,OD200,0.00,200.00,
CFC-CFE-EACH,0,Christmas Freshcream Eggless Gateaux,freshcream cake,internal,,Christmas Freshcream Eggless Gateaux,OD200,0.00,180.00,
CFC-CUD-EAC,12024,Custard Danish,freshcream cake,internal,,Custard Danish,OD200,0.00,25.00,
CFC-CUS-EAC,12025,Custard Slice,freshcream cake ,internal,,Custard Slice,OD200,0.00,25.00,
CFC-EF1-1M,0,BD 1M X500 FC Eggless,freshcream 1mx 500,internal,,BD 1M X500 FC Eggless,OD200,0.00,"3,600.00",
CFC-FBF-EAC,12004,FC Black Forest Gateaux,freshcream cake,internal,,FC Black Forest Gateaux,OD200,0.00,250.00,
CFC-FBG-EAC,12002,FC Birthday Gateaux,freshcream cake,internal,,FC Birthday Gateaux,OD200,0.00,145.00,
CFC-FCD-EAC,12015,Fresh Cream Doughnut,freshcream cake,internal,,Fresh Cream Doughnut,OD200,0.00,18.00,
CFC-FCE-EAC,12027,FC Eclair Chocolate,freshcream cakes,internal,,FC Eclair Chocolate,OD200,0.00,24.00,
CFC-FCG-EAC,12006,FC Chocolate Gateaux,freshcream cake,internal,,FC Chocolate Gateaux,OD200,0.00,135.00,
CFC-FCJ-EAC,12037,Christmas Freshcream Choc Gateaux,freshcream cake,internal,,Christmas Freshcream Choc Gateaux,OD200,0.00,165.00,
CFC-FCL-EAC,12010,FC Fresh Cream Slice,freshcream cake,internal,,FC Fresh Cream Slice,OD200,0.00,24.00,
CFC-FCM-EAC,12012,FC Lamington Chocolate,freshcream cake,internal,,FC Lamington Chocolate,OD200,0.00,24.00,
CFC-FCP-EAC,12030,FC Caramel Sponge,exotic cakes,internal,,FC Caramel Sponge,OD200,0.00,70.00,
CFC-FCR-EAC,12026,FC Croissant 80g,freshcream cake,internal,,FC Croissant 80g,OD200,0.00,24.00,
CFC-FCS-EAC,12014,FC Chocolate Swiss Roll,freshcream cake,internal,,FC Chocolate Swiss Roll,OD200,0.00,95.00,
CFC-FDD-EAC,8102,Cake Freshcream In Dome Eggless,freshcream cake,internal,,Cake Freshcream In Dome Eggless,OD200,0.00,100.00,
CFC-FDI-EAC,8101,Cake Buttercream In Dome Eggless,buttercream cake,internal,,Cake Buttercream In Dome Eggless,OD200,0.00,80.00,
CFC-FEB-EAC,30519,FC Eggless Birthday Gateaux,freshcream cake,internal,,FC Eggless Birthday Gateaux,OD200,0.00,160.00,
CFC-FEG-EAC,12007,FC Eggless Vanilla Gateaux,freshcream cake,internal,,FC Eggless Vanilla Gateaux,OD200,0.00,150.00,
CFC-FES-EAC,30621,FC Eggless Slice,freshcream cake,internal,,FC Eggless Slice,OD200,0.00,25.00,
CFC-FMS-EAC,12011,FC Milky Bar Slice,exotic cakes,internal,,FC Milky Bar Slice,OD200,0.00,20.00,
CFC-FOS-EAC,0,Freshcream Oreo Slice,freshcream cake,internal,,Freshcream Oreo Slice,OD200,0.00,32.00,
CFC-FRL-EAC,12013,FC Lamington Raspberry,freshcream cake,internal,,FC Lamington Raspberry,OD200,0.00,24.00,
CFC-FRM-EAC,0,Mini Jam TurnOvers,buttercream cake,internal,,Mini Jam TurnOvers,OD200,0.00,14.50,
CFC-FRU-010,10079,BD Fruit Cake 10,fruit cake,internal,,BD Fruit Cake 10,OD200,0.00,"1,100.00",
CFC-FRU-012,10080,BDFruit Cake 12,fruit cake,internal,,BDFruit Cake 12,OD200,0.00,"1,200.00",
CFC-FRU-014,10081,BD Fruit Cake 14,fruit cake,internal,,BD Fruit Cake 14,OD200,0.00,"1,300.00",
CFC-FRU-016,10082,BD Fruit Cake 16,fruit cake,internal,,BD Fruit Cake 16,OD200,0.00,"1,500.00",
CFC-FRU-EAU,0,Fruit Cake Pieces Unwrapped,fruit cake,internal,,Fruit Cake Pieces Unwrapped,OD200,0.00,17.00,
CFC-FRU-EAW,0,Fruit Cake Pieces Wrapped,fruit cake,internal,,Fruit Cake Pieces Wrapped,OD200,0.00,12.00,
CFC-FSM-EAC,0,Mini Freshcream Swissroll,freshcream cakes,internal,,Mini Freshcream Swissroll,OD200,0.00,20.00,
CFC-FSS-EAC,12031,FC Strawberry Sponge,freshcream cake,internal,,FC Strawberry Sponge,OD200,0.00,400.00,
CFC-MEG-EAC,12034,Mothers Day Eggless Freshcream Gateaux,freshcream cake,internal,,Mothers Day Eggless Freshcream Gateaux,OD200,0.00,175.00,
CFC-MFD-EAC,0,Mini FC D/N,freshcream cake,internal,,Mini FC D/N,OD200,0.00,13.00,
CFC-MFE-EAC,0,Mini Freshcream Eclairs,freshcream cakes,internal,,Mini Freshcream Eclairs,OD200,0.00,16.00,
CFC-MFG-EAC,12033,Mothers Day FC Choc Gateaux with rose and leaves,freshcream cakes,internal,,Mothers Day FC Choc Gateaux with rose and leaves,OD200,0.00,132.00,
CFC-MFG-EAC,12033,Mothers Day FC Choc Gateaux with rose and leaves,freshcream cakes,internal,,Mothers Day FC Choc Gateaux with rose and leaves,OD200,0.00,160.00,
CFC-MFL-EAC,0,Mini CreamPuffs,buttercream cake,internal,,Mini CreamPuffs,OD200,0.00,14.50,
CFC-MMT-EAC,0,Mini Milk Tart,freshcream cake,internal,,Mini Milk Tart,OD200,0.00,15.50,
CFC-MTA-EAC,12028,Milk Tart Large,freshcream cake,internal,,Milk Tart Large,OD200,0.00,55.00,
CFC-MTL-EAC,12029,Milk Tartlet,freshcream cakes,internal,,Milk Tartlet,OD200,0.00,24.00,
CFC-NOB-EAC,12032,No Bake Cake,freshcream cake,internal,,No Bake Cake,OD200,79.50,24.00,
CFR-CFR-012,30340,BD Round Fruitcake 12,fruit cake round,internal,,BD Round Fruitcake 12,OD200,0.00,"1,100.00",
CFR-CFR-014,30363,BD Round Fruitcake 14,fruit cak eround,internal,,BD Round Fruitcake 14,OD200,0.00,"1,200.00",
CFR-CFR-016,30364,BD Round Fruitcake 16,fruit cake round,internal,,BD Round Fruitcake 16,OD200,0.00,"1,300.00",
CFW-CAF-002,10100,BD WC Fruit 2 Layer,wedding cake,internal,,BD WC Fruit 2 Layer,OD200,0.00,"3,900.00",
CFW-CAF-003,10101,BD WC Fruit 3 Layer,wedding cake,internal,,BD WC Fruit 3 Layer,OD200,0.00,"4,900.00",
CLE-BGS-EAC,0,Betasan Gel Sanitizer Refills,consumables,external,,Betasan Gel Sanitizer Refills,OD200,150.00,,
CLE-MPP-EAC,0,Monthly Pest Control,pest control,external,,Monthly Pest Control,OD200,750.00,,
CLE-VIB-EAC,0,Viper Boards,consumables,external,,Viper Boards,OD200,50.00,,
CNO-BC1-1X5,10083,BD Buttercream 1mx500,buttercream 1mx500,internal,,BD Buttercream 1mx500,OD200,0.00,"2,400.00",
CNO-BCB-016,10060,BD Buttercream 16 Bible,novelty,internal,,BD Buttercream 16 Bible,OD200,0.00,870.00,
CNO-BCB-018,10065,BD Buttercream 18 Bible,novelty,internal,,BD Buttercream 18 Bible,OD200,0.00,920.00,
CNO-BCB-020,10068,BD Buttercream 20 Bible,novelty,internal,,BD Buttercream 20 Bible,OD200,0.00,980.00,
CNO-BCE-1X5,0,BD Buttercream 1mx500 Eggless,buttercream cake 1mx500,internal,,BD Buttercream 1mx500 Eggless,OD200,0.00,"3,100.00",
CNO-BCH-016,10063,BD Buttercream 16 Heart,novelty,internal,,BD Buttercream 16 Heart,OD200,0.00,870.00,
CNO-BCH-018,10067,BD Buttercream 18 Heart,novelty,internal,,BD Buttercream 18 Heart,OD200,0.00,920.00,
CNO-BCH-020,10036,BD Buttercream 20 Heart,novelty,internal,,BD Buttercream 20 Heart,OD200,0.00,980.00,
CNO-BCS-014,10059,BD Buttercream 14 Soccer,novelty,internal,,BD Buttercream 14 Soccer,OD200,0.00,720.00,
CNO-BCS-016,10064,BD Buttercream 16 Soccer,novelty,internal,,BD Buttercream 16 Soccer,OD200,0.00,760.00,
CNO-BNY-018,10085,BD Mould On SL 18,novelty,internal,,BD Mould On SL 18,OD200,0.00,"1,500.00",
CNO-BUT-014,10057,BD Buttercream 14 Butterfly,novelty,internal,,BD Buttercream 14 Butterfly,OD200,0.00,950.00,
CNO-BUT-016,10062,BD Buttercream 16 Butterfly,novelty,internal,,BD Buttercream 16 Butterfly,OD200,0.00,"1,000.00",
CNO-CAS-018,10087,BD Castle,novelty,internal,,BD Castle,OD200,0.00,"1,700.00",
CNO-DHB-020,10167,BD Buttercream 20 Double Heart With Base,novelty,internal,,BD Buttercream 20 Double Heart With Base,OD200,0.00,"1,100.00",
CNO-DOLL-014,10058,BD Buttercream 14 Doll,novelty,internal,,BD Buttercream 14 Doll,OD200,0.00,870.00,
CNO-DOLL-016,10061,BD Buttercream 16 Doll,novelty,internal,,BD Buttercream 16 Doll,OD200,0.00,920.00,
CNO-FC1-1X5,10084,BD Freshcream 1mx500,freshcream 1mx 500,internal,,BD Freshcream 1mx500,OD200,0.00,"2,700.00",
CNO-FCB-016,30469,BD 16 Freshcream BIBLE,novelty,internal,,BD 16 Freshcream BIBLE,OD200,0.00,920.00,
CNO-FCB-018,10071,BD Freshcream 18 Bible,novelty,internal,,BD Freshcream 18 Bible,OD200,0.00,970.00,
CNO-FCB-020,10073,BD Freshcream 20 Bible,novelty,internal,,BD Freshcream 20 Bible,OD200,0.00,"1,050.00",
CNO-FCE-1X5,0,BD Freshcream 1m x 500 Eggless,freshcream cakes 1mx500 eggless,internal,,BD Freshcream 1m x 500 Eggless,OD200,0.00,"3,600.00",
CNO-FCH-016,10070,BD Freshcream 16 Heart,novelty,internal,,BD Freshcream 16 Heart,OD200,0.00,920.00,
CNO-FCH-018,10072,BD Freshcream 18 Heart,novelty,internal,,BD Freshcream 18 Heart,OD200,0.00,970.00,
CNO-FCH-020,10027,BD Freshcream 20 Heart,novelty,internal,,BD Freshcream 20 Heart,OD200,0.00,"1,050.00",
CNO-FCS-014,10069,BD Freshcream 14 Soccer,novelty,internal,,BD Freshcream 14 Soccer,OD200,0.00,760.00,
CNO-FCS-016,10074,BD Freshcream 16 Soccer,novelty,internal,,BD Freshcream 16 Soccer,OD200,0.00,800.00,
CNO-FSF-014,0,BD FC With Strawberries & Fence,novelty,internal,,BD FC With Strawberries & Fence,OD200,0.00,950.00,
CNO-SPI-018,10086,BD Spiderman On SL 18,novelty,internal,,BD Spiderman On SL 18,OD200,0.00,"1,600.00",
DRI- CZE-440,0,Coke Zero 440ml can,drink,external,,Coke Zero 440ml can,OD200,8.30,11.00,
DRI-AME-250ML,0,Americano Short,drink,internal,,Americano Short,OD200,0.00,20.00,
DRI-AME-350ML,0,Americano Tall,drink,internal,,Americano Tall,OD200,0.00,25.00,
DRI-APT-330,6.00105E+12,Appletiser 330ml CAN,drink,external,,Appletiser 330ml CAN,OD200,13.94,20.00,
DRI-BLI-EAC,0,Clover Bliss Double cream yogurt,ingredient,external,,Clover Bliss Double cream yogurt,OD200,29.57,15.00,
DRI-CAF-EAC,0,Caramel Freezo,drink,internal,,Caramel Freezo,OD200,0.00,35.00,
DRI-CAL-EAC,0,Cappuccino Tall,drink,internal,,Cappuccino Tall,OD200,0.00,30.00,
DRI-CAS-EAC,0,Cappuccino Short,drink,internal,,Cappuccino Short,OD200,0.00,26.00,
DRI-CBB-EAC,5.449E+12,Cappy Breakfast Blend 330ml,drink,external,,Cappy Breakfast Blend 330ml,OD200,10.72,18.00,
DRI-CFR=EAC,0,Coffee Freezo,drink,internal,,Coffee Freezo,OD200,0.00,35.00,
DRI-CHA-350ML,0,Chai Latte Short,drink,internal,,Chai Latte Short,OD200,0.00,26.00,
DRI-COC-125,5.449E+12,Coca-Cola 1250ml,drink,external,,Coca-Cola 1250ml,OD200,7.90,12.00,
DRI-COC-1LT,5.449E+12,Coca-Cola 1L,drink,external,,Coca-Cola 1L,OD200,12.77,21.00,
DRI-COC-2LT,5.449E+12,Coca-Cola 2l,drink,external,,Coca-Cola 2l,OD200,20.64,30.00,
DRI-COC-300,2003,Coca-Cola 300ml Bottle,drink,external,,Coca-Cola 300ml Bottle,OD200,5.04,7.00,
DRI-COC-330,5.449E+12,Coca-Cola 300ml Can,drink,external,,Coca-Cola 300ml Can,OD200,8.29,9.00,
DRI-COC-500,5.449E+12,Coca-Cola 440ml Buddy,drink,external,,Coca-Cola 440ml Buddy,OD200,9.51,14.50,
DRI-COL-1.5LT,5.449E+12,Coca-Cola Zero 1.5ltr,drink,external,,Coca-Cola Zero 1.5ltr,OD200,10.39,20.00,
DRI-COL-125,5.449E+12,Coca-Cola Light 1250ml,drink,external,,Coca-Cola Light 1250ml,OD200,0.00,12.00,
DRI-COL-225,0,Coke Light 2250ml,drink,external,,Coke Light 2250ml,OD200,15.86,27.00,
DRI-COL-2LT,5.449E+12,Coca-Cola Light 2l,drink,external,,Coca-Cola Light 2l,OD200,12.98,27.00,
DRI-COL-300C,5.49E+11,Coke 300ml Can,drink,external,,Coke 300ml Can,OD200,0.00,13.00,
DRI-COL-330,5.449E+12,Coca-Cola Light 330ml Can,drink,external,,Coca-Cola Light 330ml Can,OD200,6.41,9.00,
DRI-COL-500,5.449E+12,Coca-Cola Light 500ml,drink,external,,Coca-Cola Light 500ml,OD200,8.64,14.50,
DRI-COR-250ML,0,Cortado Short,drink,internal,,Cortado Short,OD200,0.00,26.00,
DRI-COZ-2250,0,Coke Zero 2250ml,drink,external,,Coke Zero 2250ml,OD200,16.61,27.00,
DRI-COZ-2LT,5.449E+12,Coca-Cola Zero 2l,drink,external,,Coca-Cola Zero 2l,OD200,12.98,27.00,
DRI-COZ-330,5.449E+12,Coca-Cola Zero 300ml Can,drink,external,,Coca-Cola Zero 300ml Can,OD200,6.41,9.00,
DRI-COZ-500,5.449E+12,Coca-Cola Zero 500ml,ingredient,external,,Coca-Cola Zero 500ml,OD200,9.51,14.50,
DRI-CPP-EAC,5.449E+12,Cappy Passion Peach,drink,external,,Cappy Passion Peach,OD200,11.29,16.00,
DRI-CTP-330,5.449E+12,Cappy Trop Punch 330ml,drink,external,,Cappy Trop Punch 330ml,OD200,0.00,18.00,
DRI-CTR-EAC,0,Cappy Tropical 330ml,drink,external,,Cappy Tropical 330ml,OD200,10.72,18.00,
DRI-ESD-EAC,0,Espresso Double Small,drink,internal,,Espresso Double Small,OD200,0.00,25.00,
DRI-ESS-250ML,0,Espresso Short,drink,internal,,Espresso  Short,OD200,0.00,20.00,
DRI-ESS-350ML,0,Espresso Tall,drink,internal,,Espresso Tall,OD200,0.00,22.00,
DRI-ESS-EAC,0,Espresso Single Small,drink,internal,,Espresso Singe Small,OD200,0.00,20.00,
DRI-FAG-1LT,5.449E+13,Fanta Grape,drink,external,,Fanta Grape,OD200,18.03,17.00,
DRI-FAG-2LT,5.449E+12,Fanta Grape 2l,drink,external,,Fanta Grape 2l,OD200,15.10,27.00,
DRI-FAG-300,2004,Fanta Grape 300ml Bottle,drink,external,,Fanta Grape 300ml Bottle,OD200,5.04,9.00,
DRI-FAG-330,5.449E+12,Fanta Grape 300ml CAN,drink,external,,Fanta Grape 300ml CAN,OD200,7.76,9.00,
DRI-FAG-500,5.449E+12,Fanta Grape 440ml Buddy,drink,external,,Fanta Grape 440ml Buddy,OD200,9.51,14.50,
DRI-FAO-2LT,5.449E+12,Fanta Orange 2l,drink,external,,Fanta Orange 2l,OD200,15.10,27.00,
DRI-FAO-300,2008,Fanta Orange 300ml Bottle,drink,external,,Fanta Orange 300ml Bottle,OD200,5.04,7.00,
DRI-FAO-330,5.449E+12,Fanta Orange 300ml Can,drink,external,,Fanta Orange 300ml Can,OD200,8.29,9.00,
DRI-FAO-500,5.449E+12,Fanta Orange 440ml Buddy,drink,external,,Fanta Orange 440ml Buddy,OD200,9.51,14.50,
DRI-FAP-2LT,5.449E+12,Fanta Pineapple 2l,drink,external,,Fanta Pineapple 2l,OD200,15.10,27.00,
DRI-FAP-300,2007,Fanta Pine 300ml Bottle,drink,external,,Fanta Pine 300ml Bottle,OD200,2.64,9.00,
DRI-FAP-330,5.449E+12,Fanta Pineapple 330ml Can,drink,external,,Fanta Pineapple 330ml Can,OD200,4.92,9.00,
DRI-FAP-500,5.449E+12,Fanta Pineapple 440ml Buddy,drink,external,,Fanta Pineapple 440ml Buddy,OD200,9.51,14.50,
DRI-FAS-125,,Fanta 1 litre,drink,external,,Fanta 1 litre,OD200,10.39,17.00,
DRI-FLW-250ML,,Flat White Short,drink,internal,,Flat White Short,OD200,0.00,26.00,
DRI-FLW-350ML,,Flat White Tall,drink,internal,,Flat White Tall,OD200,0.00,34.00,
DRI-FRT-350ML,,Five Roses Tea Tall,drink,internal,,Five Roses Tea Tall,OD200,0.00,16.00,
DRI-FRT-EAC,,Five Roses Tea,drink,internal,,Five Roses Tea,OD200,59.12,16.00,
DRI-FWT-400ML,5.449E+12,Fanta What The Flavour 400ml Buddy,drink,external,,Fanta What The Flavour 400ml Buddy,OD200,8.58,14.50,
DRI-GRA-330,6.00105E+12,Grapetiser 330ml Can,drink,external,,Grapetiser 330ml Can,OD200,0.00,13.50,
DRI-GRT-EAC,,Green Tea,drink,external,,Green Tea,OD200,0.00,16.00,
DRI-GRW-330,6.00105E+12,Grapetiser Wht 330ml Can,drink,external,,Grapetiser Wht 330ml Can,OD200,0.00,16.50,
DRI-HAF-EAC,0,Hazelnut Freezo,drink,internal,,Hazelnut Freezo,OD200,0.00,35.00,
DRI-HOC-250ML,0,Hot Chocolate Short,drink,internal,,Hot Chocolate Short,OD200,0.00,26.00,
DRI-HOC-350ML,0,Hot Chocolate Tall,drink,internal,,Hot Chocolate Tall,OD200,0.00,34.00,
DRI-HWT-EAC,0,Tall White Hot Chocolate,drink,internal,,Tall White Hot Chocolate,OD200,0.00,34.00,
DRI-IAM-EAC,0,Iced Americano,drink,internal,,Iced Americano,OD200,0.00,30.00,
DRI-IBR-125,0,Iron Brew1.25ml,drink,external,,Iron Brew1.25ml,OD200,0.00,12.00,
DRI-ILA-EAC,0,Iced Latte,drink,internal,,Iced Latte,OD200,0.00,30.00,
DRI-IMO-EAC,0,Iced Mocha,platter,internal,,Iced Mocha,OD200,0.00,30.00,
DRI-IRO-2LT,6.00113E+12,Iron Brew 2l,drink,external,,Iron Brew 2l,OD200,0.00,27.00,
DRI-IRO-300,2009,Iron Brew 300ml,drink,external,,Iron Brew 300ml,OD200,0.00,7.00,
DRI-IRO-330,5.449E+12,Iron Brew 330ml Can,drink,external,,Iron Brew 330ml Can,OD200,0.00,9.00,
DRI-IWM-EAC,0,Iced White Mocha,drink,internal,,Iced White Mocha,OD200,0.00,30.00,
DRI-KAPP-500ML,6.0013E+12,Clover Krush 100% Apple,juice,external,,Clover Krush 100% Apple,OD200,0.00,20.00,
DRI-KFF-500ML,6.0013E+12,Clover Krush 6 Fruit £ Fibre,juice,external,,Clover Krush 6 Fruit £ Fibre,OD200,14.25,20.00,
DRI-KOR-500ML,6.0013E+12,Clover Krush 100% Orange,juice,external,,Clover Krush 100% Orange,OD200,11.74,20.00,
DRI-LAT-350ML,0,Latte Tall,drink,internal,,Latte Tall,OD200,0.00,30.00,
DRI-LATT-250ML,0,Latte Short,drink,internal,,Latte Short,OD200,0.00,26.00,
DRI-MBO-EAC,0,OD Bombay Crush,drink,internal,,OD Bombay Crush,OD200,0.00,45.00,
DRI-MBU-EAC,0,OD Bubblegum Milkshake,drink,internal,,OD Bubblegum Milkshake,OD200,0.00,40.00,
DRI-MCH-EAC,0,OD Chocolate Milkshake,drink,internal,,OD Chocolate Milkshake,OD200,0.00,40.00,
DRI-MCO-EAC,0,OD Coffee Milkshake,drink,internal,,OD Coffee Milkshake,OD200,0.00,40.00,
DRI-MEN-500,5.06017E+12,Monster Engery 500ml,drink,external,,Monster Engery 500ml,OD200,12.72,25.00,
DRI-MLI-EAC,0,OD Lime Milkshake,drink,internal,,OD Lime Milkshake,OD200,0.00,40.00,
DRI-MML-500,5.06052E+12,Monster Mucho Logo 500ml,drink,external,,Monster Mucho Logo 500ml,OD200,0.00,25.00,
DRI-MOC-250ML,0,Mocha Short,drink,internal,,Mocha Short,OD200,0.00,34.00,
DRI-MOC-350ML,0,Mocha Tall,drink,internal,,Mocha Tall,OD200,0.00,42.00,
DRI-MON-330,5.06052E+12,Monster Original,drink,external,,Monster Original,OD200,12.90,25.00,
DRI-MSC-EAC,0,OD Salted Caramel Milkshake,drink,internal,,OD Salted Caramel Milkshake,OD200,0.00,40.00,
DRI-MST-EAC,0,OD Strawberry Milkshake,drink,internal,,OD Strawberry Milkshake,OD200,0.00,40.00,
DRI-MVA-EAC,0,OD Vanilla Milkshake,drink,internal,,OD Vanilla Milkshake,OD200,0.00,40.00,
DRI-PBB-EAC,54490482,Powerade Blueberry 500ml,drink,external,,Powerade Blueberry 500ml,OD200,10.87,15.00,
DRI-PGE-500,5.06052E+12,Predator Gold Energy Drink 500ml,drink,external,,Predator Gold Energy Drink 500ml,OD200,6.46,15.00,
DRI-PJI-EAC,90492488,Powerade Jagged Ice,drink,external,,Powerade Jagged Ice,OD200,10.87,15.00,
DRI-PNA-500ML,90492501,Powerade Naartjie,drink,external,,Powerade Naartjie,OD200,0.00,15.00,
DRI-PPL-EAC,0,Powerplay,drink,external,,Powerplay,OD200,10.70,24.00,
DRI-REB-EAC,9.00249E+12,Red Bull 250ml,drink,external,,Red Bull 250ml,OD200,13.04,23.50,
DRI-ROB-250ML,0,Rooibos Tea Short,drink,internal,,Rooibos Tea Short,OD200,0.00,18.00,
DRI-ROO-EAC,,Rooibos ,drink,internal,,Rooibos Tea,OD200,0.00,18.00,
DRI-RSF-EAC,9.00249E+12,Red Bull Sugar Free,drink,external,,Red Bull Sugar Free,OD200,0.00,23.50,
DRI-SCL-EAC,0,Cafe Latte Short,drink,internal,,Cafe Latte Short,OD200,0.00,26.00,
DRI-SCS-125,2017,Spar C/Soda 1250ml,drink,external,,Spar C/Soda 1250ml,OD200,7.90,12.00,
DRI-SCS-2LT,6.00113E+12,Spar C\Soda 2lt,drink,external,,Spar C\Soda 2lt,OD200,13.46,27.00,
DRI-SCS-300,5.449E+12,Spar C/Soda 300ml,drink,external,,Spar C/Soda 300ml,OD200,8.29,7.00,
DRI-SCS-330,5.449E+12,Spar C/Soda 330ml Can,drink,external,,Spar C/Soda 330ml Can,OD200,7.59,9.00,
DRI-SCS-500,5.449E+12,Spar Cream Soda 440ml Buddy,drink,external,,Spar Cream Soda 440ml Buddy,OD200,9.51,14.50,
